,State,Facility Name,Total Performance Score,PY2019 Payment Reduction Percentage,CMS Certification Date,StateLat,StateLon
5638,TX,REEVES COUNTY HOSPITAL DIALYSIS CENTER,66,No Reduction,9/10/2004,31.1693363,-100.0768425
5639,TN,RCG TULLAHOMA,79,No Reduction,12/11/1998,35.830521,-85.9785989
5640,SD,AVERA ST MARYS HOSPITAL,84,No Reduction,10/10/1980,44.2126995,-100.2471641
5641,TN,FMC ELIZABETHTON,63,No Reduction,12/31/2008,35.830521,-85.9785989
5642,TX,FRESENIUS MEDICAL CARE SOUTHWEST FORT WORTH,55,0.50%,1/27/1987,31.1693363,-100.0768425
5643,SC,DAVITA FLOWER TOWN HOME TRAINING,95,No Reduction,6/28/2017,33.62505,-80.9470381
5644,TN,CHATTANOOGA KIDNEY CENTER NORTH LLC,80,No Reduction,11/3/2008,35.830521,-85.9785989
5645,TN,DCI JACKSON,35,1.50%,9/1/1976,35.830521,-85.9785989
5646,TN,DCI LYERLY,52,0.50%,10/29/1996,35.830521,-85.9785989
5647,UT,462530 FRESENIUS KIDNEY CARE WASATCH,67,No Reduction,10/7/2002,39.4997605,-111.547028
5648,TN,VANDERBILT DIALYSIS CLINIC EAST,58,0.50%,7/16/2003,35.830521,-85.9785989
5649,RI,DIALYSIS CENTER OF JOHNSTON,78,No Reduction,4/29/2005,41.5827282,-71.5064508
5650,SC,DSI POWDERHORN DIALYSIS,67,No Reduction,1/17/2002,33.62505,-80.9470381
5651,TX,CHRISTUS CHILDRENS KIDNEY CENTER,89,No Reduction,7/1/2007,31.1693363,-100.0768425
5652,SC,FMC DIALYSIS SERVICES OF HARTSVILLE,47,1.00%,9/18/2002,33.62505,-80.9470381
5653,TX,MEDICAL CENTER KIDNEY CLINIC,58,0.50%,2/12/1997,31.1693363,-100.0768425
5654,UT,462548-FMC-CEDAR CITY,92,No Reduction,9/21/2016,39.4997605,-111.547028
5655,SC,DCI EAST COOPER,57,0.50%,1/6/1987,33.62505,-80.9470381
5656,TX,HUNTSVILLE DIALYSIS,64,No Reduction,1/26/1994,31.1693363,-100.0768425
5657,TX,USRC TARRANT DIALYSIS CENTER MANSFIELD,43,1.00%,10/15/2004,31.1693363,-100.0768425
5658,TX,USRC MCALLEN DIALYSIS,79,No Reduction,9/12/2000,31.1693363,-100.0768425
5659,VA,RAI - THIMBLE SHOALS-NEWPORT NEWS,63,No Reduction,8/1/1990,38.0033855,-79.4587861
5660,TN,RIPLEY DIALYSIS CENTER,67,No Reduction,5/4/2010,35.830521,-85.9785989
5661,TN,FMC KINGSPORT,48,1.00%,3/22/1993,35.830521,-85.9785989
5662,TN,BIO-MEDICAL APPLICATIONS OF TENNESSEE INC,57,0.50%,8/1/2016,35.830521,-85.9785989
5663,VA,DAVITA - ARLINGTON,63,No Reduction,11/1/1991,38.0033855,-79.4587861
5664,TX,NORTH CENTRAL KIDNEY DISEASE CENTER,71,No Reduction,6/7/2000,31.1693363,-100.0768425
5665,TX,WESTMINSTER DIALYSIS,78,No Reduction,5/10/1995,31.1693363,-100.0768425
5666,TN,RAI GALLATIN,48,1.00%,6/23/2010,35.830521,-85.9785989
5667,TX,FMC NORTH BUCKNER DIALYSIS CENTER,71,No Reduction,7/18/1996,31.1693363,-100.0768425
5668,VA,CHESAPEAKE KIDNEY CENTER,72,No Reduction,12/1/1986,38.0033855,-79.4587861
5669,UT,462549-FRESENIUS KIDNEY CARE WEST SALT LAKE,80,No Reduction,5/15/2017,39.4997605,-111.547028
5670,TX,FRESENIUS MEDICAL CARE BRAZOS,67,No Reduction,10/27/1977,31.1693363,-100.0768425
5671,SC,FLORENCE DIALYSIS CENTER,63,No Reduction,9/1/1976,33.62505,-80.9470381
5672,VT,UNIVERSITY OF VERMONT MEDICAL CENTER INC,42,1.00%,8/31/1977,43.8717545,-72.4477828
5673,TX,BMA DALLAS CENTRAL,71,No Reduction,9/7/1994,31.1693363,-100.0768425
5674,SC,FRESENIUS MEDICAL CARE CNA KIDNEY CENTERS LLC,80,No Reduction,2/25/2015,33.62505,-80.9470381
5675,VA,CDC - MANASSAS,69,No Reduction,1/1/1990,38.0033855,-79.4587861
5676,TX,CUERO LAKEVIEW KIDNEY CENTER LLC,87,No Reduction,7/20/2004,31.1693363,-100.0768425
5677,SC,FRESENIUS MEDICAL CARE CHARLESTON COUNTY,80,No Reduction,2/2/2011,33.62505,-80.9470381
5678,TX,DOWNTOWN HOUSTON DIALYSIS CENTER,73,No Reduction,11/15/2004,31.1693363,-100.0768425
5679,VA,COVINGTON DIALYSIS,69,No Reduction,7/1/1980,38.0033855,-79.4587861
5680,TX,FRESENIUS MEDICAL CARE WEST BEXAR,67,No Reduction,1/21/1994,31.1693363,-100.0768425
5681,VA,PRINCESS ANNE DIALYSIS,69,No Reduction,7/2/2014,38.0033855,-79.4587861
5682,TX,NNA - MARBLE FALLS,69,No Reduction,3/22/2001,31.1693363,-100.0768425
5683,TX,FRESENIUS MEDICAL CARE SOUTHWEST HOUSTON DIALYSIS CENTER,68,No Reduction,5/7/1986,31.1693363,-100.0768425
5684,TN,DAVITA TENNESSEE VALLEY DIAL CNTR,70,No Reduction,1/31/2007,35.830521,-85.9785989
5685,SC,FORT MILL DIALYSIS,64,No Reduction,10/27/2006,33.62505,-80.9470381
5686,SC,FRESENIUS MEDICAL CARE WEST CONWAY,88,No Reduction,10/16/2008,33.62505,-80.9470381
5687,VA,LEESBURG VIRGINIA DIALYSIS,74,No Reduction,9/17/2008,38.0033855,-79.4587861
5688,UT,462542 LIBERTY DIALYSIS - ST GEORGE (FMC),86,No Reduction,8/13/2008,39.4997605,-111.547028
5689,SC,FRESENIUS MEDICAL CARE MONCKS CORNER,63,No Reduction,11/18/1987,33.62505,-80.9470381
5690,TN,FMC JOHNSON CITY,70,No Reduction,4/1/1973,35.830521,-85.9785989
5691,SC,FRESENIUS MEDICAL CARE AIKEN,77,No Reduction,11/9/2015,33.62505,-80.9470381
5692,SC,TOTAL RENAL CARE INC,53,0.50%,10/24/2013,33.62505,-80.9470381
5693,TN,RCG MARTIN,56,0.50%,9/4/1998,35.830521,-85.9785989
5694,TX,KATY DIALYSIS CENTER,62,No Reduction,7/3/1997,31.1693363,-100.0768425
5695,TX,SPACE CITY DIALYSIS PASADENA - DSI LLC,No Score,No Reduction,8/26/2017,31.1693363,-100.0768425
5696,TN,TOTAL RENAL CARE INC.,74,No Reduction,11/20/1992,35.830521,-85.9785989
5697,SC,COAST DIALYSIS LLC,81,No Reduction,5/22/2012,33.62505,-80.9470381
5698,TX,FRESENIUS MEDICAL CARE CORSICANA,65,No Reduction,4/4/1983,31.1693363,-100.0768425
5699,TX,MONCRIEF DIALYSIS CENTER,68,No Reduction,8/26/1998,31.1693363,-100.0768425
5700,SD,VA MEDICAL CENTER - HOT SPRINGS,54,0.50%,1/4/2001,44.2126995,-100.2471641
5701,TX,PIN OAK DIALYSIS,69,No Reduction,8/21/2002,31.1693363,-100.0768425
5702,VA,DAVITA - STAUNTON,65,No Reduction,8/1/1982,38.0033855,-79.4587861
5703,TX,SATELLITE HEALTHCARE SOUTHEAST LAREDO,72,No Reduction,10/15/2002,31.1693363,-100.0768425
5704,TX,FMC HARLINGEN,68,No Reduction,11/2/2001,31.1693363,-100.0768425
5705,SC,ABBEVILLE DIALYSIS,82,No Reduction,12/17/2010,33.62505,-80.9470381
5706,TN,DAVITA MILLINGTON,38,1.50%,10/20/2009,35.830521,-85.9785989
5707,TN,DYERSBURG DIALYSIS,47,1.00%,8/29/1985,35.830521,-85.9785989
5708,TX,FRESENIUS MEDICAL CARE KAUFMAN,74,No Reduction,2/17/1999,31.1693363,-100.0768425
5709,TX,GRAND PRAIRIE DIALYSIS CENTER INC,75,No Reduction,5/27/2003,31.1693363,-100.0768425
5710,UT,463502 UTAH DIALYSIS LAB,89,No Reduction,1/23/1980,39.4997605,-111.547028
5711,TX,US RENAL CARE LAREDO DIALYSIS,58,0.50%,2/21/2001,31.1693363,-100.0768425
5712,VA,TIDEWATER RENAL DIALYSIS CENTER,58,0.50%,8/1/1977,38.0033855,-79.4587861
5713,SC,NRA HOLLY HILL DIALYSIS CENTER,69,No Reduction,10/14/2003,33.62505,-80.9470381
5714,SC,FRESENIUS MEDICAL CARE CAMDEN,63,No Reduction,5/1/1980,33.62505,-80.9470381
5715,VA,CDC - STERLING/DULLES,85,No Reduction,7/1/1988,38.0033855,-79.4587861
5716,SC,BIO-MEDICAL APPLICATIONS OF SOUTH CAROLINA INC.,100,No Reduction,7/13/2015,33.62505,-80.9470381
5717,TX,FRESENIUS MEDICAL CARE HEREFORD,83,No Reduction,9/30/1993,31.1693363,-100.0768425
5718,TX,FRESENIUS MEDICAL CARE CLIFFVIEW,70,No Reduction,8/23/1994,31.1693363,-100.0768425
5719,TX,WEATHERFORD DIALYSIS CENTER,61,No Reduction,10/5/1995,31.1693363,-100.0768425
5720,TX,DUNES DIALYSIS LLC,No Score,No Reduction,8/26/2017,31.1693363,-100.0768425
5721,TN,FMC MORRISTOWN,59,0.50%,8/17/1998,35.830521,-85.9785989
5722,VA,BMA - WYTHEVILLE,52,0.50%,6/23/1995,38.0033855,-79.4587861
5723,SC,DCI AZALEA PLACE,49,1.00%,7/3/1986,33.62505,-80.9470381
5724,RI,WAKEFIELD DIALYSIS CENTER,83,No Reduction,12/16/1993,41.5827282,-71.5064508
5725,TX,PINECREST DIALYSIS CENTER,65,No Reduction,9/27/2004,31.1693363,-100.0768425
5726,VA,DAVITA - RADFORD DIALYSIS,65,No Reduction,8/13/2003,38.0033855,-79.4587861
5727,VA,FRESENIUS MEDICAL CARE NIMMO PARKWAY,90,No Reduction,5/31/2016,38.0033855,-79.4587861
5728,TN,FMC HENDERSONVILLE,62,No Reduction,2/3/2011,35.830521,-85.9785989
5729,SC,RCG GREENVILLE DIALYSIS CENTER,75,No Reduction,8/7/1997,33.62505,-80.9470381
5730,VA,LEXINGTON DIALYSIS,67,No Reduction,10/1/1987,38.0033855,-79.4587861
5731,PA,GMC OUTPATIENT DIALYSIS UNIT - JUSTIN DRIVE,56,0.50%,3/2/2010,40.9945928,-77.6046984
5732,TX,UT SOUTHWESTERN - OAKCLIFF DIALYSIS,66,No Reduction,2/4/1998,31.1693363,-100.0768425
5733,TX,MISSOURI CITY DIALYSIS,62,No Reduction,11/5/1998,31.1693363,-100.0768425
5734,TX,FMC DIALYSIS SERVICES PLAINVIEW,80,No Reduction,9/4/2002,31.1693363,-100.0768425
5735,TX,CHILDRESS REGIONAL MEDICAL CENTER DIALYSIS,67,No Reduction,10/1/2008,31.1693363,-100.0768425
5736,TX,SOUTHWEST SAN ANTONIO DIALYSIS,85,No Reduction,3/4/1988,31.1693363,-100.0768425
5737,TX,MED CENTER DIALYSIS,51,0.50%,3/21/1986,31.1693363,-100.0768425
5738,VA,DAVITA - MIDLOTHIAN DIALYSIS,58,0.50%,9/6/2000,38.0033855,-79.4587861
5739,VA,RAI - MEDICAL DRIVE-GLOUCESTER,71,No Reduction,7/1/2006,38.0033855,-79.4587861
5740,TX,US RENAL CARE TARRANT DIALYSIS FORT WORTH,58,0.50%,5/9/1986,31.1693363,-100.0768425
5741,TX,RCG PARIS,66,No Reduction,10/15/1996,31.1693363,-100.0768425
5742,SC,CYPRESS GARDENS DIALYSIS,63,No Reduction,12/15/2015,33.62505,-80.9470381
5743,TX,HOUSTON KIDNEY CTR SOUTHWEST,55,0.50%,7/1/1998,31.1693363,-100.0768425
5744,TX,DAVITA PHYSICIANS DIALYSIS SOUTH HOUSTON,71,No Reduction,7/2/2004,31.1693363,-100.0768425
5745,PA,TOTAL RENAL CARE INC.,No Score,No Reduction,11/29/2017,40.9945928,-77.6046984
5746,TX,CIELO VISTA DIALYSIS,78,No Reduction,3/31/1995,31.1693363,-100.0768425
5747,VA,MEHERRIN DIALYSIS CENTER,60,No Reduction,3/1/1990,38.0033855,-79.4587861
5748,TX,UNIVERSITY DIALYSIS SOUTH,86,No Reduction,1/1/2011,31.1693363,-100.0768425
5749,UT,462525 UTAH VALLEY DIALYSIS (DVA),79,No Reduction,10/11/1999,39.4997605,-111.547028
5750,TX,KIDNEY TREATMENT CENTER SAN ANTONIO INC,63,No Reduction,6/29/1989,31.1693363,-100.0768425
5751,SC,DSI GREENVILLE LLC,60,No Reduction,5/7/2014,33.62505,-80.9470381
5752,SC,FRESENIUS MEDICAL CARE DILLON,53,0.50%,11/6/1987,33.62505,-80.9470381
5753,VA,BMA - NEW RIVER VALLEY,70,No Reduction,5/1/1983,38.0033855,-79.4587861
5754,SC,FRESENIUS MEDICAL CARE FORT LAWN,53,0.50%,4/7/2009,33.62505,-80.9470381
5755,TX,FMC CARIZZO SPRINGS KIDNEY DISEASE CLINIC,81,No Reduction,8/12/1998,31.1693363,-100.0768425
5756,SC,COLUMBIA NORTHEAST KIDNEY CENTER,64,No Reduction,10/15/2002,33.62505,-80.9470381
5757,TX,FRESENIUS MEDICAL CARE FONDREN,66,No Reduction,5/21/1985,31.1693363,-100.0768425
5758,SC,FRESENIUS MEDICAL CARE NORTH ANDERSON,64,No Reduction,8/4/2015,33.62505,-80.9470381
5759,VA,GLENSIDE DIALYSIS,82,No Reduction,9/28/2016,38.0033855,-79.4587861
5760,SC,MYRTLE BEACH DIALYSIS,74,No Reduction,10/27/2006,33.62505,-80.9470381
5761,VA,US RENAL CARE - ASHLAND,60,No Reduction,12/16/2004,38.0033855,-79.4587861
5762,TX,GILMER DIALYSIS,71,No Reduction,10/25/2004,31.1693363,-100.0768425
5763,SC,NORTH CHARLESTON DIALYSIS,63,No Reduction,1/24/2002,33.62505,-80.9470381
5764,TN,KNOXVILLE CENTRAL DIALYSIS,70,No Reduction,12/17/2008,35.830521,-85.9785989
5765,TN,MORRISTOWN DIALYSIS,78,No Reduction,8/6/1981,35.830521,-85.9785989
5766,SC,JEDBURG DIALYSIS,69,No Reduction,1/12/2009,33.62505,-80.9470381
5767,TX,SOUTH TEXAS DIALYSIS CENTER,72,No Reduction,9/13/1991,31.1693363,-100.0768425
5768,TN,DIALYSIS ASSOC. OF EAST NASHVILLE,77,No Reduction,2/15/2002,35.830521,-85.9785989
5769,VA,US RENAL CARE - WARSAW,55,0.50%,1/30/2004,38.0033855,-79.4587861
5770,VA,PORT WARWICK DIALYSIS,70,No Reduction,2/6/2017,38.0033855,-79.4587861
5771,SD,FRESENIUS MEDICAL CARE DAKOTA DUNES LLC,No Score,No Reduction,7/18/2017,44.2126995,-100.2471641
5772,TX,FRESENIUS MEDICAL CARE AUSTIN SOUTH,85,No Reduction,1/27/1987,31.1693363,-100.0768425
5773,SD,AVERA DIALYSIS - WAGNER,83,No Reduction,5/3/2016,44.2126995,-100.2471641
5774,TX,DAVITA - LOMA VISTA DIALYSIS,67,No Reduction,7/31/1996,31.1693363,-100.0768425
5775,TX,NORTHWEST KIDNEY CENTER,73,No Reduction,2/26/1992,31.1693363,-100.0768425
5776,VA,FMC - PRINCE WILLIAM COUNTY DIALYSIS,71,No Reduction,5/11/2005,38.0033855,-79.4587861
5777,TX,BRENHAM DIALYSIS,82,No Reduction,2/26/1992,31.1693363,-100.0768425
5778,TX,TRC PEARLAND DIALYSIS,57,0.50%,6/6/2002,31.1693363,-100.0768425
5779,TN,MURFREESBORO DIALYSIS,74,No Reduction,1/14/1987,35.830521,-85.9785989
5780,TX,FRESENIUS MEDICAL CARE CALALLEN,70,No Reduction,5/24/1991,31.1693363,-100.0768425
5781,SD,MITCHELL CMTY DIALYSIS OF DAVITA,76,No Reduction,8/11/1995,44.2126995,-100.2471641
5782,VA,TOTAL RENAL CARE - HARBOR VIEW DIALYSIS,53,0.50%,12/8/2009,38.0033855,-79.4587861
5783,TX,US RENAL CARE GATEWAY DIALYSIS,71,No Reduction,10/16/2002,31.1693363,-100.0768425
5784,VA,BMA - TWIN COUNTY,82,No Reduction,10/1/1982,38.0033855,-79.4587861
5785,TN,DCI PARIS,54,0.50%,12/1/1989,35.830521,-85.9785989
5786,TN,CAPELVILLE DIALYSIS CENTER,67,No Reduction,12/10/2009,35.830521,-85.9785989
5787,TX,PHARIS DIALYSIS LLC,No Score,No Reduction,8/26/2017,31.1693363,-100.0768425
5788,TX,TEXARKANA REGIONAL DIALYSIS,63,No Reduction,3/1/1983,31.1693363,-100.0768425
5789,UT,462543 PAYSON REGIONAL DIALYSIS,79,No Reduction,11/19/2009,39.4997605,-111.547028
5790,TX,BIO-MEDICAL APPLICATIONS OF TEXAS INC.,No Score,No Reduction,8/26/2017,31.1693363,-100.0768425
5791,TX,COOK CHILDRENS MEDICAL CENTER DIALYSIS UNIT,36,1.50%,2/15/1991,31.1693363,-100.0768425
5792,SC,LANCASTER DIALYSIS,65,No Reduction,3/15/1993,33.62505,-80.9470381
5793,VA,RESTON DIALYSIS CENTER,75,No Reduction,2/23/2004,38.0033855,-79.4587861
5794,SC,FMC OF GEORGETOWN INC,66,No Reduction,6/27/1983,33.62505,-80.9470381
5795,VA,DAVITA - MECHANICSVILLE,69,No Reduction,5/15/2000,38.0033855,-79.4587861
5796,TX,DCI DIALYSIS CARE SERVICESINC,80,No Reduction,1/28/1999,31.1693363,-100.0768425
5797,UT,462538 LIBERTY DIALYSIS - WOODSCROSS (FMC),73,No Reduction,8/1/2008,39.4997605,-111.547028
5798,TN,MEMPHIS MIDTOWN DIALYSIS,46,1.00%,10/18/2010,35.830521,-85.9785989
5799,VA,BUTLER FARM DIALYSIS,64,No Reduction,12/18/2007,38.0033855,-79.4587861
5800,TX,LUBBOCK DIALYSIS CENTER-REDBUD,62,No Reduction,2/4/1999,31.1693363,-100.0768425
5801,VA,RUTHERFORD CROSSING DIALYSIS,85,No Reduction,1/12/2017,38.0033855,-79.4587861
5802,TX,SAN JACINTO DIALYSIS,68,No Reduction,4/27/1979,31.1693363,-100.0768425
5803,TX,HOUSTON KIDNEY CENTER CYPRESS STATION,67,No Reduction,10/7/1998,31.1693363,-100.0768425
5804,VA,FMC - HERITAGE HUNT,85,No Reduction,10/7/2008,38.0033855,-79.4587861
5805,TX,FRESENIUS MEDICAL CARE NORTHEAST HOUSTON LLC,No Score,No Reduction,8/26/2017,31.1693363,-100.0768425
5806,SC,SHOALS DIALYSIS LLC,81,No Reduction,7/22/2014,33.62505,-80.9470381
5807,VT,UNIVERSITY OF VERMONT MEDICAL CENTER DIALYSIS NEWPORT,61,No Reduction,4/3/2006,43.8717545,-72.4477828
5808,TX,WATSON WISE DIALYSIS CENTER,81,No Reduction,7/9/1979,31.1693363,-100.0768425
5809,TX,RENAL CENTER OF LEWISVILLE,60,No Reduction,12/10/1992,31.1693363,-100.0768425
5810,RI,DIALYSIS CENTER OF WOONSOCKET,76,No Reduction,4/14/1986,41.5827282,-71.5064508
5811,SC,DCI GAFFNEY,90,No Reduction,9/21/1994,33.62505,-80.9470381
5812,TX,US RENAL CARE MEDINA COUNTY DIALYSIS,60,No Reduction,8/8/1997,31.1693363,-100.0768425
5813,UT,462524 TIMPANOGOS DIALYSIS CENTER (DVA),68,No Reduction,3/3/1999,39.4997605,-111.547028
5814,TN,DSI MEMPHIS LLC,57,0.50%,4/9/2014,35.830521,-85.9785989
5815,TX,RCG MINEOLA DIALYSIS,61,No Reduction,9/30/2002,31.1693363,-100.0768425
5816,TX,SATELLITE DIALYSIS SOUTHWOOD,75,No Reduction,3/17/1999,31.1693363,-100.0768425
5817,TN,DCI BEECH LAKE,78,No Reduction,10/3/2005,35.830521,-85.9785989
5818,TN,FMC MOUNTAIN CITY,90,No Reduction,9/30/1998,35.830521,-85.9785989
5819,TN,FMC EAST MEMPHIS HOME THERAPIES,80,No Reduction,7/23/2010,35.830521,-85.9785989
5820,TN,FMC PORTLAND,84,No Reduction,2/13/2002,35.830521,-85.9785989
5821,TX,MEADOWS PLACE DIALYSIS-DSI LLC,No Score,No Reduction,8/26/2017,31.1693363,-100.0768425
5822,VT,UNIVERSITY OF VERMONT MEDICAL CENTER DIALYSIS SOUTH BURLI,45,1.00%,5/1/2000,43.8717545,-72.4477828
5823,VA,DAVITA - MARTINSVILLE DIALYSIS,58,0.50%,12/1/1991,38.0033855,-79.4587861
5824,TN,DCI SEVIERVILLE,74,No Reduction,2/27/1995,35.830521,-85.9785989
5825,VA,USRC COLONIAL HEIGHTS LLC,65,No Reduction,2/5/2013,38.0033855,-79.4587861
5826,UT,462539 WEBER VALLEY DIALYSIS (DVA),98,No Reduction,8/27/2008,39.4997605,-111.547028
5827,TN,RAVALLI DIALYSIS LLC,No Score,No Reduction,10/16/2017,35.830521,-85.9785989
5828,SC,CENTRAL COLUMBIA KIDNEY CENTER,54,0.50%,3/14/1987,33.62505,-80.9470381
5829,TN,DAVITA SPARTA,78,No Reduction,12/8/2010,35.830521,-85.9785989
5830,TN,HUMBOLDT DIALYSIS,69,No Reduction,2/6/1997,35.830521,-85.9785989
5831,UT,462532 SOUTH MOUNTAIN DIALYSIS,77,No Reduction,11/24/2004,39.4997605,-111.547028
5832,TN,RCG SPRINGFIELD,67,No Reduction,5/21/1998,35.830521,-85.9785989
5833,VT,FMC OF ST. JOHNSBURY DIALYSIS,75,No Reduction,7/7/2009,43.8717545,-72.4477828
5834,TN,DAVITA DIALYSIS,62,No Reduction,10/29/2007,35.830521,-85.9785989
5835,VA,FRANCONIA DIALYSIS CENTER,79,No Reduction,2/18/2004,38.0033855,-79.4587861
5836,VA,FMC - DENBIGH,60,No Reduction,1/7/2015,38.0033855,-79.4587861
5837,SC,CLINTON DIALYSIS CLINIC,79,No Reduction,1/7/2016,33.62505,-80.9470381
5838,VA,DEOWEE DIALYSIS,71,No Reduction,4/7/2016,38.0033855,-79.4587861
5839,TN,MEMPHIS GALLERIA HOMETRAINING,86,No Reduction,11/17/2008,35.830521,-85.9785989
5840,UT,460056 BLUE MOUNTAIN HOSPITAL DIALYSIS,61,No Reduction,7/29/2009,39.4997605,-111.547028
5841,TN,DCI HUMBOLDT,57,0.50%,7/1/1985,35.830521,-85.9785989
5842,VA,FMC - SPOTSYLVANIA,67,No Reduction,7/18/2007,38.0033855,-79.4587861
5843,SC,CENTRAL BAMBERG DIALYSIS,92,No Reduction,4/11/1988,33.62505,-80.9470381
5844,TX,BROOKHOLLOW DIALYSIS,67,No Reduction,8/21/2003,31.1693363,-100.0768425
5845,TX,FT BEND DIALYSIS CTR,65,No Reduction,6/10/1998,31.1693363,-100.0768425
5846,VA,FMC - JACKSON SQUARE,76,No Reduction,11/5/2014,38.0033855,-79.4587861
5847,TN,DCI EAST RIDGE,58,0.50%,10/1/1980,35.830521,-85.9785989
5848,TN,SELMER DIALYSIS,82,No Reduction,12/3/1996,35.830521,-85.9785989
5849,TN,DESCHUTES DIALYSIS LLC,No Score,No Reduction,10/27/2017,35.830521,-85.9785989
5850,TN,FMC DIALYSIS NEWPORT,61,No Reduction,3/15/2005,35.830521,-85.9785989
5851,TN,TOTAL RENAL CARE INC.,65,No Reduction,12/17/2001,35.830521,-85.9785989
5852,TX,FRESENIUS MEDICAL CARE PD SERVICES OF DALLAS,93,No Reduction,8/31/1977,31.1693363,-100.0768425
5853,TN,ISD RENAL INC,86,No Reduction,3/10/2017,35.830521,-85.9785989
5854,VA,FMC - LOUISA,80,No Reduction,12/17/2014,38.0033855,-79.4587861
5855,TX,CLEBURNE DIALYSIS CENTER,80,No Reduction,4/6/1992,31.1693363,-100.0768425
5856,RI,DIALYSIS CENTER OF RHODE ISLAND HOSPITAL,83,No Reduction,5/30/2013,41.5827282,-71.5064508
5857,TN,MEMPHIS CENTRAL DIALYSIS,57,0.50%,9/1/1976,35.830521,-85.9785989
5858,TX,RELIANT DIALYSIS,59,0.50%,3/31/1995,31.1693363,-100.0768425
5859,VA,TOTAL RENAL CARE - CHESAPEAKE,81,No Reduction,12/1/1989,38.0033855,-79.4587861
5860,VA,RAI - GOODE WAY-PORTSMOUTH,57,0.50%,11/1/1990,38.0033855,-79.4587861
5861,SC,DCI MAGNOLIA COURT,68,No Reduction,11/13/1996,33.62505,-80.9470381
5862,TX,BAY AREA DIALYSIS SINTON,70,No Reduction,6/24/1991,31.1693363,-100.0768425
5863,SC,DAVITA PENDLETON DIALYSIS,67,No Reduction,12/16/2004,33.62505,-80.9470381
5864,TX,NORTHWEST HOUSTON DIALYSIS CTR,59,0.50%,5/17/1994,31.1693363,-100.0768425
5865,TX,KIDNEY TREATMENT CENTER NORTHWEST PA,54,0.50%,8/3/2001,31.1693363,-100.0768425
5866,SC,USRC SOUTH AIKEN LLC,66,No Reduction,4/12/2006,33.62505,-80.9470381
5867,UT,462311 HEBER VALLEY DIALYSIS,89,No Reduction,5/8/2014,39.4997605,-111.547028
5868,VA,CDC - WOODBRIDGE,62,No Reduction,8/1/1980,38.0033855,-79.4587861
5869,SC,FMC DIALYSIS SERVICES THE MARSHLANDS,62,No Reduction,5/6/1999,33.62505,-80.9470381
5870,TN,NXKC MEMPHIS LLC,29,2.00%,12/21/2015,35.830521,-85.9785989
5871,TN,FMC MILLINGTON,80,No Reduction,2/24/2010,35.830521,-85.9785989
5872,SC,DCI GOOSE CREEK INC,77,No Reduction,12/1/2006,33.62505,-80.9470381
5873,UT,462547 LIBERTY DIALYSIS SOUTH OGDEN HOME,23,2.00%,8/26/2016,39.4997605,-111.547028
5874,TN,MCMINNVILLE DIALYSIS CLINIC,76,No Reduction,3/24/2006,35.830521,-85.9785989
5875,TX,DAVITA MORGAN AVENUE,63,No Reduction,5/13/1999,31.1693363,-100.0768425
5876,TN,FMC COLUMBIA,71,No Reduction,4/29/1998,35.830521,-85.9785989
5877,TN,DIALYSIS ASSOCIATE LLC,60,No Reduction,10/10/2012,35.830521,-85.9785989
5878,TN,PICKWICK DIALYSIS,85,No Reduction,12/9/1999,35.830521,-85.9785989
5879,VA,FMC - POTOMAC MILLS,69,No Reduction,2/5/1999,38.0033855,-79.4587861
5880,TX,DENISON DIALYSIS CENTER,60,No Reduction,12/8/1993,31.1693363,-100.0768425
5881,TN,U.S. RENAL CARE SOUTH MEMPHIS DIALYSIS,53,0.50%,7/24/1997,35.830521,-85.9785989
5882,TN,DAVITA SMYRNA,49,1.00%,10/17/2007,35.830521,-85.9785989
5883,TX,FMC CROWN OF TEXAS,70,No Reduction,9/12/1995,31.1693363,-100.0768425
5884,SC,TOTAL RENAL CARE INC.,79,No Reduction,8/27/2014,33.62505,-80.9470381
5885,SC,GREENWOOD DIALYSIS,73,No Reduction,5/19/1981,33.62505,-80.9470381
5886,TX,BANNACK DIALYSIS LLC,No Score,No Reduction,8/26/2017,31.1693363,-100.0768425
5887,TX,MIDLAND DIALYSIS,66,No Reduction,6/29/1990,31.1693363,-100.0768425
5888,PA,BIO-MEDICAL APPLICATIONS OF PENNSYLVANIA INC.,No Score,No Reduction,11/27/2017,40.9945928,-77.6046984
5889,TX,CENTRAL HOUSTON DIALYSIS,54,0.50%,11/3/1994,31.1693363,-100.0768425
5890,SC,POINTE DIALYSIS LLC,65,No Reduction,5/23/2012,33.62505,-80.9470381
5891,TN,DIALYSIS ASSOC. HOME TRAINING,51,0.50%,3/10/1998,35.830521,-85.9785989
5892,TX,DALLAS EAST DIALYSIS,69,No Reduction,11/8/2000,31.1693363,-100.0768425
5893,SC,FRESENIUS MEDICAL CARE WALTERBORO,62,No Reduction,10/26/2015,33.62505,-80.9470381
5894,TN,DCI MARYVILLE,56,0.50%,5/6/1985,35.830521,-85.9785989
5895,VA,DAVITA - TYSONS CORNER,73,No Reduction,7/27/1995,38.0033855,-79.4587861
5896,TN,LIVINGSTON TN DIALYSIS,74,No Reduction,4/23/2007,35.830521,-85.9785989
5897,SC,FMC SERVICES OF BELTON HONEA PATH,86,No Reduction,7/27/2005,33.62505,-80.9470381
