,Facility Name,CMS Certification Number (CCN),City,state,State Abbr,Zip Code,Lat,Long,VAT Catheter Measure Score,National Average VAT Catheter Measure Score,VAT Fistula Measure Score,National Average Fistula Measure Score,Vascular Access Combined Measure Score,National Average Vascular Access Combined Measure Score,Kt/V Comprehensive Measure Score,National Average Kt/V Comprehensive Measure Score,Hypercalcemia Measure Score,National Average Hypercalcemia Measure Score,NHSN Influenza Measure Score,National Average NHSN Influenza Measure Score,NHSN BSI Measure Score,National Average NHSN BSI Measure Score,NHSN Combined Measure Score,National Average NHSN Combined Measure Score,ICH CAHPS Measure Score,National Average ICH CAHPS Measure Score,Mineral Metabolism Measure Score,National Avg Mineral Metabolism Measure Score,Anemia Management Measure Score,National Average Anemia Management Measure Score,Standardized Readmission Ratio (SRR) Measure Score,National Average SRR Measure Score,Standardized Transfusion Ratio (STrR) Measure Score,National Average STrR Measure Score,Clinical Depression Screening and Follow-up Measure Score,National Average Clinical Depression Screening and Follow-up Measure Score,Pain Assessment and Follow-up Measure Score,National Average Pain Assessment and Follow-up Measure Score,Total Performance Score,PY2019 Payment Reduction Percentage,CMS Certification Date,FacilityAge
2562,FRESENIUS MEDICAL CARE OF COCKRELL HILL,672659,DALLAS,Texas,TX,75211,32.79,-96.76,7,5,3,5,5,5,10,8,10,8,10,9,8,6,9,7,7,5,10,9,10,10,6,5,9,5,10,10,10,10,80,No Reduction,1/11/2011,2911 days 00:00:00.000000000
2563,ARLINGTON DIALYSIS,672525,ARLINGTON,Texas,TX,76010,32.69,-97.12,7,5,0,5,4,5,8,8,8,8,10,9,1,6,5,7,5,5,10,9,10,10,9,5,4,5,10,10,10,10,64,No Reduction,10/31/2005,4809 days 00:00:00.000000000
2564,DAVITA BAYTOWN DIALYSIS,672641,BAYTOWN,Texas,TX,77521,29.74,-94.96,7,5,10,5,8,5,7,8,7,8,10,9,2,6,5,7,4,5,9,9,10,10,2,5,1,5,10,10,10,10,54,0.50%,5/10/2010,3157 days 00:00:00.000000000
2565,FMC OF PLEASANT RUN DIALYSIS,672540,DE SOTO,Texas,TX,75115,32.58,-96.86,10,5,0,5,5,5,7,8,9,8,10,9,6,6,8,7,7,5,10,9,10,10,5,5,5,5,10,10,10,10,69,No Reduction,6/2/2006,4595 days 00:00:00.000000000
2566,FRESENIUS MEDICAL CARE  FT WORTH PARKWAY,672568,FORT WORTH,Texas,TX,76132,32.75,-97.33,1,5,1,5,1,5,5,8,9,8,10,9,6,6,8,7,2,5,4,9,10,10,7,5,6,5,10,10,10,10,52,0.50%,5/25/2007,4238 days 00:00:00.000000000
2567,WHARTON KIDNEY CENTER,672572,WHARTON,Texas,TX,77488,29.31,-96.09,4,5,7,5,5,5,8,8,5,8,10,9,7,6,8,7,2,5,10,9,10,10,2,5,3,5,10,10,5,10,52,0.50%,6/27/2007,4205 days 00:00:00.000000000
2568,RENAL CENTER OF FRISCO,672654,FRISCO,Texas,TX,75034,33.14,-96.81,7,5,0,5,4,5,10,8,8,8,0,9,1,6,5,7,7,5,9,9,10,10,4,5,4,5,10,10,10,10,62,No Reduction,7/28/2010,3078 days 00:00:00.000000000
2569,US RENAL CARE DELTA DIALYSIS,672557,ELSA,Texas,TX,78543,26.29,-97.99,8,5,3,5,6,5,9,8,8,8,10,9,10,6,10,7,6,5,10,9,10,10,6,5,5,5,10,10,10,10,75,No Reduction,1/10/2007,4373 days 00:00:00.000000000
2570,ROCKWALL DIALYSIS CENTER,672638,ROCKWALL,Texas,TX,75087,32.92,-96.45,7,5,4,5,6,5,10,8,6,8,10,9,10,6,10,7,9,5,10,9,10,10,9,5,8,5,10,10,10,10,87,No Reduction,1/11/2010,3276 days 00:00:00.000000000
2571,CEDAR PARK DIALYSIS CENTER,672591,CEDAR PARK,Texas,TX,78613,30.51,-97.83,6,5,7,5,6,5,10,8,8,8,10,9,6,6,8,7,4,5,10,9,10,10,10,5,5,5,10,10,10,10,74,No Reduction,4/1/2008,3926 days 00:00:00.000000000
2572,TC JESTER DIALYSIS,672675,HOUSTON,Texas,TX,77008,29.76,-95.38,4,5,5,5,4,5,9,8,10,8,10,9,10,6,10,7,6,5,8,9,10,10,10,5,4,5,10,10,10,10,76,No Reduction,9/1/2011,2678 days 00:00:00.000000000
2573,TARRANT COUNTY CAMPUS DIALYSIS,672517,FORT WORTH,Texas,TX,76119,32.75,-97.33,4,5,0,5,2,5,10,8,7,8,10,9,6,6,8,7,4,5,10,9,10,10,4,5,7,5,10,10,10,10,62,No Reduction,9/30/2005,4840 days 00:00:00.000000000
2574,DAVITA WEST PLANO DIALYSIS,672658,PLANO,Texas,TX,75024,33.04,-96.74,9,5,3,5,6,5,8,8,8,8,10,9,4,6,6,7,9,5,9,9,10,10,7,5,2,5,10,10,10,10,71,No Reduction,12/16/2010,2937 days 00:00:00.000000000
2575,SUMMIT DIALYSIS,672537,HOUSTON,Texas,TX,77003,29.76,-95.38,6,5,7,5,6,5,5,8,6,8,10,9,6,6,8,7,5,5,8,9,10,10,3,5,6,5,10,10,10,10,60,No Reduction,3/10/2006,4679 days 00:00:00.000000000
2576,SEALY DIALYSIS,672606,SEALY,Texas,TX,77474,29.77,-96.15,6,5,7,5,6,5,9,8,10,8,10,9,8,6,9,7,7,5,10,9,10,10,10,5,2,5,10,10,10,10,78,No Reduction,7/13/2009,3458 days 00:00:00.000000000
2577,DAVITA EAST DIALYSIS,672558,EL PASO,Texas,TX,79936,31.84,-106.43,8,5,8,5,8,5,10,8,9,8,10,9,7,6,8,7,4,5,9,9,10,10,1,5,6,5,10,10,10,10,67,No Reduction,1/29/2007,4354 days 00:00:00.000000000
2578,RIDGECREST DIALYSIS,672691,EL PASO,Texas,TX,79936,31.84,-106.43,0,5,4,5,2,5,9,8,9,8,10,9,7,6,8,7,3,5,10,9,10,10,5,5,7,5,10,10,10,10,61,No Reduction,1/15/2013,2176 days 00:00:00.000000000
2579,GAMBRO HEALTHCARE ROCK PRAIRIE ROAD,672504,COLLEGE STATION,Texas,TX,77845,30.6,-96.31,8,5,8,5,8,5,6,8,7,8,10,9,3,6,6,7,9,5,9,9,10,10,4,5,9,5,10,10,10,10,73,No Reduction,12/7/2004,5137 days 00:00:00.000000000
2580,FMC OF WEST PLANO,672542,PLANO,Texas,TX,75093,33.04,-96.74,5,5,1,5,3,5,10,8,8,8,10,9,7,6,8,7,5,5,10,9,10,10,6,5,5,5,10,10,10,10,67,No Reduction,7/14/2006,4553 days 00:00:00.000000000
2581,US RENAL CARE SAN BENITO DIALYSIS,672514,SAN BENITO,Texas,TX,78586,26.13,-97.63,5,5,3,5,4,5,7,8,10,8,10,9,8,6,9,7,5,5,10,9,10,10,2,5,9,5,10,10,10,10,65,No Reduction,8/24/2005,4877 days 00:00:00.000000000
2582,FRESENIUS MEDICAL CARE KIEST STATION,672564,DALLAS,Texas,TX,75241,32.79,-96.76,5,5,0,5,3,5,7,8,8,8,10,9,0,6,4,7,3,5,9,9,10,10,5,5,4,5,10,10,10,10,50,0.50%,3/26/2007,4298 days 00:00:00.000000000
2583,TRANSMOUNTAIN DIALYSIS,672501,EL PASO,Texas,TX,79924,31.84,-106.43,8,5,7,5,8,5,8,8,9,8,10,9,5,6,7,7,4,5,5,9,10,10,7,5,9,5,10,10,10,10,72,No Reduction,1/4/2005,5109 days 00:00:00.000000000
2584,COMPLETE DIALYSIS CARE LLC,672746,ODESSA,Texas,TX,79761,31.85,-102.36,9,5,3,5,6,5,2,8,9,8,10,9,7,6,8,7,6,5,6,9,10,10,4,5,5,5,10,10,10,10,59,0.50%,10/15/2014,1538 days 00:00:00.000000000
2585,FRESENIUS MEDICAL CARE DESERT MILAGRO DIALYSIS CENTER,672627,ODESSA,Texas,TX,79761,31.85,-102.36,8,5,6,5,7,5,9,8,9,8,10,9,2,6,5,7,0,5,10,9,10,10,5,5,9,5,10,10,10,10,60,No Reduction,1/21/2010,3266 days 00:00:00.000000000
2586,DIALYSIS COTTAGE,672585,GAINESVILLE,Texas,TX,76240,33.63,-97.15,8,5,5,5,7,5,10,8,10,8,10,9,7,6,8,7,7,5,10,9,10,10,8,5,4,5,10,10,10,10,79,No Reduction,8/31/2007,4140 days 00:00:00.000000000
2587,LIBERTY DIALYSIS - MESQUITE,672589,MESQUITE,Texas,TX,75150,32.76,-96.59,5,5,0,5,3,5,8,8,7,8,10,9,9,6,9,7,3,5,10,9,10,10,7,5,7,5,10,10,10,10,64,No Reduction,3/24/2008,3934 days 00:00:00.000000000
2588,REGIONAL DIALYSIS CENTER OF MESQUITE LLC,672793,MESQUITE,Texas,TX,75150,32.76,-96.59,9,5,4,5,7,5,9,8,8,8,10,9,10,6,10,7,8,5,8,9,10,10,7,5,8,5,10,10,7,10,83,No Reduction,10/17/2016,805 days 00:00:00.000000000
2589,ANGLETON KIDNEY CENTER,672524,ANGLETON,Texas,TX,77515,29.16,-95.42,10,5,9,5,10,5,7,8,3,8,10,9,6,6,8,7,3,5,10,9,10,10,2,5,4,5,10,10,10,10,60,No Reduction,10/28/2005,4812 days 00:00:00.000000000
2590,FRESENIUS MEDICAL CARE OF NORTHSIDE,672546,FORT WORTH,Texas,TX,76114,32.75,-97.33,6,5,0,5,3,5,7,8,10,8,10,9,4,6,6,7,6,5,10,9,10,10,0,5,2,5,10,10,10,10,53,0.50%,9/22/2006,4483 days 00:00:00.000000000
2591,BEAR CREEK DIALYSIS,672549,HOUSTON,Texas,TX,77084,29.76,-95.38,3,5,4,5,3,5,9,8,4,8,10,9,9,6,9,7,1,5,9,9,10,10,2,5,3,5,10,10,10,10,50,0.50%,10/9/2006,4466 days 00:00:00.000000000
2592,UPPER VALLEY DIALYSIS,672536,EL PASO,Texas,TX,79932,31.84,-106.43,8,5,7,5,8,5,9,8,10,8,10,9,4,6,6,7,5,5,10,9,10,10,3,5,6,5,10,10,10,10,68,No Reduction,3/10/2006,4679 days 00:00:00.000000000
2593,LIBERTY DIALYSIS - ROCKWALL,672618,ROCKWALL,Texas,TX,75032,32.92,-96.45,2,5,0,5,1,5,10,8,6,8,10,9,5,6,7,7,3,5,10,9,10,10,2,5,9,5,10,10,10,10,56,0.50%,9/28/2009,3381 days 00:00:00.000000000
2594,NORTH SHEPHERD DIALYSIS,672518,HOUSTON,Texas,TX,77091,29.76,-95.38,4,5,3,5,4,5,4,8,0,8,10,9,9,6,9,7,3,5,8,9,10,10,4,5,0,5,10,10,10,10,45,1.00%,8/30/2005,4871 days 00:00:00.000000000
2595,FRESENIUS MEDICAL CARE OF DEL RIO,672545,DEL RIO,Texas,TX,78840,29.37,-100.89,9,5,10,5,9,5,9,8,9,8,10,9,10,6,10,7,4,5,9,9,10,10,10,5,9,5,10,10,10,10,84,No Reduction,7/19/2006,4548 days 00:00:00.000000000
2596,PINE PARK DIALYSIS,672767,PASADENA,Texas,TX,77504,29.66,-95.15,3,5,6,5,5,5,7,8,9,8,10,9,3,6,6,7,3,5,6,9,10,10,3,5,0,5,10,10,10,10,50,0.50%,1/21/2016,1075 days 00:00:00.000000000
2597,FIRST COLONY DIALYSIS,672592,SUGAR LAND,Texas,TX,77478,29.61,-95.61,4,5,0,5,2,5,9,8,10,8,10,9,8,6,9,7,8,5,10,9,10,10,7,5,5,5,10,10,10,10,74,No Reduction,5/29/2008,3868 days 00:00:00.000000000
2598,EL CAMPO DIALYSIS,672645,EL CAMPO,Texas,TX,77437,29.19,-96.27,6,5,10,5,8,5,7,8,9,8,10,9,6,6,8,7,3,5,9,9,10,10,8,5,6,5,10,10,10,10,69,No Reduction,7/19/2010,3087 days 00:00:00.000000000
2599,DEERBROOK DIALYSIS,672560,HUMBLE,Texas,TX,77338,29.99,-95.26,9,5,9,5,9,5,9,8,9,8,10,9,3,6,6,7,8,5,10,9,10,10,2,5,4,5,10,10,10,10,72,No Reduction,12/14/2006,4400 days 00:00:00.000000000
2600,HUMBLE DIALYSIS LP,672699,HUMBLE,Texas,TX,77338,29.99,-95.26,4,5,1,5,3,5,5,8,5,8,0,9,0,6,1,7,5,5,9,9,10,10,5,5,3,5,2,10,7,10,40,1.00%,1/28/2013,2163 days 00:00:00.000000000
2601,US RENAL CARE HOUSTON STREET DIALYSIS,672506,SAN ANTONIO,Texas,TX,78202,29.45,-98.5,9,5,3,5,6,5,5,8,6,8,10,9,10,6,10,7,2,5,8,9,10,10,4,5,6,5,10,10,10,10,58,0.50%,2/14/2005,5068 days 00:00:00.000000000
2602,BALCH SPRINGS DIALYSIS,672726,BALCH SPRINGS,Texas,TX,75180,32.76,-96.59,4,5,0,5,2,5,6,8,9,8,10,9,7,6,8,7,0,5,4,9,10,10,6,5,7,5,10,10,10,10,51,0.50%,5/21/2014,1685 days 00:00:00.000000000
2603,VALLEY BAPTIST RAYMONDVILLE DIALYSIS,672674,RAYMONDVILLE,Texas,TX,78580,26.47,-97.78,5,5,3,5,4,5,10,8,10,8,10,9,5,6,7,7,6,5,9,9,10,10,8,5,7,5,10,10,10,10,74,No Reduction,1/1/2011,2921 days 00:00:00.000000000
2604,US RENAL CARE TARRANT DIALYSIS SOUTHWEST FORT WORTH,672559,FORT WORTH,Texas,TX,76133,32.75,-97.33,2,5,2,5,2,5,7,8,9,8,10,9,9,6,9,7,3,5,10,9,10,10,3,5,2,5,10,10,10,10,53,0.50%,2/12/2007,4340 days 00:00:00.000000000
2605,RIVERCENTER DIALYSIS,672516,SAN ANTONIO,Texas,TX,78212,29.45,-98.5,10,5,6,5,8,5,9,8,9,8,10,9,0,6,4,7,5,5,10,9,10,10,6,5,10,5,10,10,10,10,72,No Reduction,8/18/2005,4883 days 00:00:00.000000000
2606,US RENAL CARE TRI COUNTY DIALYSIS,672507,LYTLE,Texas,TX,78052,29.23,-98.79,10,5,9,5,10,5,9,8,8,8,10,9,8,6,9,7,5,5,10,9,10,10,7,5,8,5,10,10,10,10,81,No Reduction,2/18/2005,5064 days 00:00:00.000000000
2607,US RENAL CARE BRYAN DIALYSIS,672656,BRYAN,Texas,TX,77803,30.66,-96.36,10,5,10,5,10,5,10,8,6,8,10,9,7,6,8,7,9,5,10,9,10,10,3,5,7,5,10,10,10,10,82,No Reduction,9/8/2010,3036 days 00:00:00.000000000
2608,GRAPEVINE DIALYSIS,672531,GRAPEVINE,Texas,TX,76051,32.93,-97.07,8,5,4,5,6,5,6,8,6,8,10,9,5,6,7,7,7,5,7,9,10,10,4,5,3,5,10,10,10,10,62,No Reduction,11/15/2005,4794 days 00:00:00.000000000
2609,AMERICAS DIALYSIS,672692,EL PASO,Texas,TX,79907,31.84,-106.43,7,5,10,5,8,5,8,8,6,8,10,9,1,6,5,7,3,5,6,9,10,10,9,5,10,5,10,10,10,10,69,No Reduction,1/23/2013,2168 days 00:00:00.000000000
2610,LIBERTY DIALYSIS - RICHARDSON,672740,RICHARDSON,Texas,TX,75080,32.97,-96.7,8,5,5,5,7,5,6,8,10,8,10,9,10,6,10,7,3,5,9,9,10,10,2,5,3,5,10,10,5,10,59,0.50%,9/17/2014,1566 days 00:00:00.000000000
2611,FRESENIUS MEDICAL CARE ABILENE LONE STAR,672722,ABILENE,Texas,TX,79605,32.45,-99.73,4,5,6,5,5,5,8,8,10,8,10,9,3,6,6,7,7,5,10,9,10,10,4,5,0,5,10,10,10,10,62,No Reduction,4/15/2014,1721 days 00:00:00.000000000
2612,MID CITIES DIALYSIS CENTER,672579,HURST,Texas,TX,76054,32.83,-97.17,2,5,4,5,3,5,10,8,9,8,10,9,7,6,8,7,7,5,9,9,10,10,0,5,3,5,10,10,10,10,62,No Reduction,1/7/2008,4011 days 00:00:00.000000000
2613,USRC TARRANT DIALYSIS WEST FORT WORTH,672637,WHITE SETTLEMENT,Texas,TX,76108,32.75,-97.33,0,5,2,5,1,5,10,8,5,8,10,9,7,6,8,7,6,5,10,9,10,10,7,5,7,5,10,10,0,10,65,No Reduction,1/14/2010,3273 days 00:00:00.000000000
2614,LAKE JACKSON DIALYSIS AND KIDNEY CENTER,672500,LAKE JACKSON,Texas,TX,77566,29.04,-95.44,6,5,2,5,4,5,6,8,8,8,10,9,7,6,8,7,6,5,8,9,10,10,0,5,1,5,10,10,10,10,53,0.50%,11/18/2004,5156 days 00:00:00.000000000
2615,FMC HILLSBORO KIDNEY CENTER,672530,HILLSBORO,Texas,TX,76645,32,-97.11,9,5,8,5,9,5,10,8,10,8,10,9,10,6,10,7,10,5,10,9,10,10,2,5,5,5,10,10,10,10,84,No Reduction,11/28/2005,4781 days 00:00:00.000000000
2616,BAYOU CITY DIALYSIS,672535,HOUSTON,Texas,TX,77093,29.76,-95.38,6,5,4,5,5,5,7,8,3,8,10,9,8,6,9,7,5,5,9,9,10,10,4,5,0,5,10,10,10,10,57,0.50%,1/11/2006,4737 days 00:00:00.000000000
2617,LIBERTY DIALYSIS - LANCASTER,672526,LANCASTER,Texas,TX,75146,32.59,-96.78,8,5,8,5,8,5,8,8,10,8,10,9,6,6,8,7,8,5,10,9,10,10,7,5,8,5,10,10,10,10,82,No Reduction,10/24/2005,4816 days 00:00:00.000000000
2618,LANCASTER DIALYSIS,672520,LANCASTER,Texas,TX,75146,32.59,-96.78,6,5,2,5,4,5,9,8,5,8,10,9,10,6,10,7,7,5,9,9,10,10,0,5,6,5,10,10,10,10,65,No Reduction,9/12/2005,4858 days 00:00:00.000000000
2619,US RENAL CARE KIDNEY CENTER OF LUBBOCK,672593,LUBBOCK,Texas,TX,79410,33.57,-101.87,1,5,2,5,1,5,5,8,7,8,10,9,6,6,8,7,5,5,8,9,10,10,4,5,2,5,10,10,10,10,51,0.50%,9/29/2008,3745 days 00:00:00.000000000
2620,GREENWOOD HOLLY RENAL CENTER,672630,CORPUS CHRISTI,Texas,TX,78417,27.8,-97.39,6,5,6,5,6,5,10,8,10,8,10,9,0,6,4,7,3,5,9,9,10,10,3,5,5,5,10,10,10,10,59,0.50%,3/3/2010,3225 days 00:00:00.000000000
2621,FRESENIUS MEDICAL CARE TRI-CITY,672541,ALAMO,Texas,TX,78516,26.18,-98.11,9,5,5,5,7,5,10,8,10,8,10,9,5,6,7,7,4,5,10,9,10,10,3,5,8,5,10,10,10,10,69,No Reduction,5/24/2006,4604 days 00:00:00.000000000
2622,GRACIAS DIALYSIS,672529,HOUSTON,Texas,TX,77038,29.76,-95.38,4,5,7,5,5,5,7,8,9,8,10,9,7,6,8,7,1,5,5,9,10,10,6,5,2,5,10,10,10,10,54,0.50%,11/22/2005,4787 days 00:00:00.000000000
2623,WEST POINT DIALYSIS,672693,HOUSTON,Texas,TX,77082,29.76,-95.38,4,5,4,5,4,5,6,8,6,8,10,9,7,6,8,7,7,5,10,9,10,10,3,5,6,5,10,10,10,10,63,No Reduction,1/10/2013,2181 days 00:00:00.000000000
2624,FRESENIUS MEDICAL CARE CHISHOLM TRAIL,672724,GEORGETOWN,Texas,TX,78626,30.64,-97.68,8,5,2,5,5,5,7,8,9,8,10,9,10,6,10,7,0,5,6,9,10,10,1,5,8,5,10,10,10,10,55,0.50%,4/2/2014,1734 days 00:00:00.000000000
2625,FRESENIUS MEDICAL CARE NORTH GARLAND,672587,GARLAND,Texas,TX,75042,32.91,-96.62,9,5,8,5,9,5,10,8,10,8,10,9,3,6,6,7,7,5,8,9,10,10,10,5,2,5,10,10,10,10,79,No Reduction,3/3/2008,3955 days 00:00:00.000000000
2626,FRESENIUS MEDICAL CARE ROWLETT,672574,ROWLETT,Texas,TX,75088,32.9,-96.55,7,5,5,5,6,5,9,8,9,8,10,9,6,6,8,7,2,5,9,9,10,10,3,5,2,5,10,10,10,10,58,0.50%,10/17/2007,4093 days 00:00:00.000000000
2627,LIBERTY DIALYSIS - WAXAHACHIE,672668,WAXAHACHIE,Texas,TX,75165,32.4,-96.85,8,5,3,5,6,5,8,8,10,8,10,9,2,6,5,7,9,5,10,9,10,10,9,5,0,5,10,10,10,10,72,No Reduction,6/21/2011,2750 days 00:00:00.000000000
2628,460015 LOGAN REGIONAL HOSPITAL DIALYSIS CENTER,462307,LOGAN,Utah,UT,84341,41.85,-111.7,5,5,9,5,7,5,6,8,7,8,10,9,8,6,9,7,10,5,10,9,10,10,5,5,6,5,10,10,10,10,77,No Reduction,2/2/1981,13846 days 00:00:00.000000000
2629,462529 OQUIRRH ARTIFICIAL KIDNEY CENTER,462529,TAYLORSVILLE,Utah,UT,84129,40.66,-111.93,7,5,8,5,7,5,10,8,10,8,10,9,3,6,6,7,3,5,10,9,10,10,7,5,7,5,10,10,10,10,70,No Reduction,6/17/2002,6041 days 00:00:00.000000000
2630,460014 TOOELE VALLEY DIALYSIS CENTER,462308,TOOELE,Utah,UT,84074,40.57,-112.33,10,5,10,5,10,5,10,8,7,8,10,9,10,6,10,7,0,5,10,9,10,10,10,5,9,5,10,10,10,10,78,No Reduction,4/25/1990,10477 days 00:00:00.000000000
2631,462537 LIBERTY DIALYSIS - LAYTON (FMC),462537,LAYTON,Utah,UT,84041,41.07,-111.98,7,5,10,5,8,5,10,8,9,8,10,9,10,6,10,7,2,5,9,9,10,10,5,5,3,5,10,10,10,10,68,No Reduction,6/19/2008,3847 days 00:00:00.000000000
2632,463501 INTERMOUNTAIN MEDICAL CENTER DIALYSIS SERVICES,463501,MURRAY,Utah,UT,84107,40.65,-111.88,8,5,7,5,8,5,9,8,10,8,10,9,4,6,6,7,10,5,10,9,10,10,6,5,8,5,10,10,10,10,83,No Reduction,1/19/1981,13860 days 00:00:00.000000000
2633,462535 LONE PEAK DIALYSIS (DVA),462535,AMERICAN FORK,Utah,UT,84003,40.39,-111.78,9,5,10,5,9,5,1,8,9,8,10,9,0,6,4,7,8,5,9,9,10,10,4,5,10,5,10,10,10,10,65,No Reduction,1/25/2008,3993 days 00:00:00.000000000
2634,462511 DIXIE DIALYSIS CENTER,462511,SAINT GEORGE,Utah,UT,84790,37.06,-113.57,6,5,10,5,8,5,9,8,7,8,0,9,5,6,7,7,7,5,9,9,7,10,8,5,8,5,10,10,10,10,77,No Reduction,8/29/1997,7794 days 00:00:00.000000000
2635,462542 LIBERTY DIALYSIS - ST GEORGE (FMC),462542,SAINT GEORGE,Utah,UT,84790,37.06,-113.57,6,5,10,5,8,5,10,8,9,8,10,9,5,6,7,7,9,5,10,9,10,10,7,5,9,5,10,10,10,10,86,No Reduction,8/13/2008,3792 days 00:00:00.000000000
2636,462530 FRESENIUS KIDNEY CARE WASATCH,462530,SALT LAKE CITY,Utah,UT,84115,40.71,-111.89,7,5,9,5,8,5,9,8,9,8,10,9,9,6,9,7,1,5,10,9,10,10,4,5,8,5,10,10,10,10,67,No Reduction,10/7/2002,5929 days 00:00:00.000000000
2637,462525 UTAH VALLEY DIALYSIS (DVA),462525,PROVO,Utah,UT,84604,40.33,-111.57,10,5,10,5,10,5,8,8,8,8,10,9,0,6,4,7,6,5,8,9,10,10,10,5,10,5,10,10,10,10,79,No Reduction,10/11/1999,7021 days 00:00:00.000000000
2638,BMA - NASSAWADOX,492524,NASSAWADOX,Virginia,VA,23413,37.47,-75.86,8,5,5,5,7,5,10,8,10,8,10,9,6,6,8,7,3,5,10,9,10,10,3,5,5,5,10,10,10,10,66,No Reduction,7/1/1980,14062 days 00:00:00.000000000
2639,BMA - GREATER NORFOLK,492588,NORFOLK,Virginia,VA,23517,36.84,-76.28,6,5,5,5,6,5,8,8,8,8,10,9,5,6,7,7,3,5,10,9,10,10,4,5,4,5,10,10,10,10,60,No Reduction,9/26/1997,7766 days 00:00:00.000000000
2640,MIDTOWNE NORFOLK DIALYSIS,492658,NORFOLK,Virginia,VA,23517,36.84,-76.28,7,5,3,5,5,5,9,8,8,8,10,9,8,6,9,7,6,5,10,9,10,10,7,5,9,5,10,10,10,10,76,No Reduction,6/16/2009,3485 days 00:00:00.000000000
2641,FMC - FRIENDSHIP MANOR,492610,ROANOKE,Virginia,VA,24012,37.27,-79.95,6,5,5,5,6,5,8,8,9,8,10,9,8,6,9,7,5,5,10,9,10,10,3,5,6,5,10,10,10,10,68,No Reduction,10/12/2000,6654 days 00:00:00.000000000
2642,BMA - NORTH ROANOKE,492548,ROANOKE,Virginia,VA,24012,37.27,-79.95,7,5,6,5,7,5,3,8,8,8,10,9,8,6,9,7,5,5,10,9,10,10,1,5,8,5,10,10,10,10,61,No Reduction,1/1/1990,10591 days 00:00:00.000000000
2643,DAVITA - GREATER PORTSMOUTH,492618,PORTSMOUTH,Virginia,VA,23707,36.83,-76.29,5,5,1,5,3,5,9,8,10,8,10,9,8,6,9,7,1,5,10,9,10,10,3,5,7,5,10,10,10,10,58,0.50%,5/1/2003,5723 days 00:00:00.000000000
2644,LEIGH DIALYSIS CENTER,492629,NORFOLK,Virginia,VA,23502,36.84,-76.28,4,5,4,5,4,5,9,8,6,8,10,9,9,6,9,7,2,5,9,9,10,10,4,5,7,5,10,10,10,10,60,No Reduction,3/1/2005,5053 days 00:00:00.000000000
2645,NORFOLK DIALYSIS CENTER,492537,NORFOLK,Virginia,VA,23502,36.84,-76.28,9,5,7,5,8,5,8,8,9,8,10,9,7,6,8,7,5,5,9,9,10,10,3,5,6,5,10,10,10,10,69,No Reduction,12/1/1986,11718 days 00:00:00.000000000
2646,KEMPSVILLE DIALYSIS CENTER,492567,NORFOLK,Virginia,VA,23502,36.84,-76.28,6,5,2,5,4,5,9,8,10,8,10,9,6,6,8,7,7,5,10,9,10,10,7,5,7,5,10,10,10,10,75,No Reduction,6/1/1993,9344 days 00:00:00.000000000
2647,TOTAL RENAL CARE - RICHMOND COMMUNITY,492599,RICHMOND,Virginia,VA,23223,37.55,-77.46,3,5,3,5,3,5,10,8,9,8,10,9,5,6,7,7,4,5,9,9,10,10,4,5,9,5,10,10,10,10,65,No Reduction,7/30/1999,7094 days 00:00:00.000000000
2648,RAI - MECHANICSVILLE TRNPK-RICHMOND,492561,RICHMOND,Virginia,VA,23223,37.55,-77.46,3,5,1,5,2,5,5,8,9,8,10,9,9,6,9,7,7,5,10,9,10,10,7,5,3,5,10,10,10,10,64,No Reduction,12/1/1991,9892 days 00:00:00.000000000
2649,DAVITA - CHESTER DIALYSIS,492607,CHESTER,Virginia,VA,23831,37.35,-77.43,7,5,8,5,7,5,8,8,9,8,10,9,8,6,9,7,1,5,10,9,10,10,5,5,3,5,10,10,10,10,61,No Reduction,8/14/2000,6713 days 00:00:00.000000000
2650,FMC - WARRENTON,492525,WARRENTON,Virginia,VA,20186,38.71,-77.79,0,5,4,5,2,5,8,8,10,8,10,9,9,6,9,7,5,5,10,9,10,10,8,5,0,5,10,10,10,10,63,No Reduction,8/1/1980,14031 days 00:00:00.000000000
2651,RENAL CAREPARTNERS - FAIRFAX,492620,FAIRFAX,Virginia,VA,22030,38.85,-77.29,5,5,8,5,6,5,5,8,6,8,10,9,8,6,9,7,6,5,10,9,10,10,3,5,6,5,10,10,10,10,63,No Reduction,10/29/2003,5542 days 00:00:00.000000000
2652,PORTSMOUTH DIALYSIS CENTER,492616,PORTSMOUTH,Virginia,VA,23704,36.83,-76.29,7,5,2,5,5,5,7,8,10,8,10,9,5,6,7,7,2,5,10,9,10,10,0,5,0,5,10,10,10,10,48,1.00%,3/7/2003,5778 days 00:00:00.000000000
2653,RAI - GOODE WAY-PORTSMOUTH,492554,PORTSMOUTH,Virginia,VA,23704,36.83,-76.29,2,5,1,5,2,5,9,8,10,8,10,9,4,6,6,7,2,5,10,9,10,10,7,5,4,5,10,10,10,10,57,0.50%,11/1/1990,10287 days 00:00:00.000000000
2654,BMA - ROANOKE-SALEM DIALYSIS,492513,SALEM,Virginia,VA,24153,37.28,-80.05,6,5,5,5,6,5,7,8,10,8,10,9,9,6,9,7,2,5,10,9,10,10,5,5,8,5,10,10,10,10,65,No Reduction,10/1/1977,15066 days 00:00:00.000000000
